"","Factor1","Factor2","Factor3","Factor4","Factor5","Factor6","Factor7","Factor8","Factor9","Factor10","Factor11","Factor12","Factor13","Factor14","Factor15"
"Education",-0.0355754961050576,0.145089188817047,0.114169458533016,-0.0662894115472238,-0.0548136957620676,0.135261353973473,-0.183380884167165,-0.0488665218031125,-0.443693429978837,-0.115254694899622,-0.141504818159179,0.0497998117704206,0.0704853199220615,0.0872772591901744,-0.0752278208383195
"Income",-0.0364625054997093,0.104381634223256,0.133051458604091,-0.0515051454702944,0.14302797599222,-0.0717113036052392,-0.125067712873234,-0.0893600877174849,-0.45558010181161,-0.239104300101212,-0.110849544912595,0.0667319531112818,0.218061628052169,0.104769247415761,-0.02646359969748
"Population_density",7.42854884588549e-08,-0.0602574124299467,-0.0274359877055298,0.106988519281562,0.0481966174804564,0.0475069928490939,0.0299456829997859,7.11999520191854e-08,-0.0497303508129775,0.0983549377749707,-0.0858849866157207,-0.0457141016823282,0.0247378807876155,0.0359715903487233,-3.20351519665983e-05
"Sexual_Orientation",0.173189079619854,-0.0684003668302904,-0.0570824148563718,0.108906797901764,0.0314754142462312,-0.0396350578925702,-0.0453669589331173,-0.0489924652412838,0.121977390360608,-0.159336159993871,0.13340907074773,-0.0357180781979597,0.0256484832735259,0.0223571689523871,-0.0532436004226611
"Marital_status",0.0790029715466068,-0.102403222897261,3.58193428053013e-07,-1.25965561815017e-08,-0.0586115704548737,0.0300347681383869,0.0227596743977034,-0.0906515454363395,0.372657747753871,-0.155105051974072,0.132358616573391,0.0425286338695266,-0.0985671439662866,-0.0255042107511868,-0.086908027142253
"Number_household",0.129937938932964,8.18271080943606e-09,-0.0225526661799137,0.108563094548965,0.551506611716884,-0.614959889852282,-5.80658891249529e-07,0.0441030206589578,-0.0182333663337697,0.0586467349579155,-0.0163707193752082,0.0183630707540695,-0.0222700861028898,0.0315329751628758,0.0291520771369213
"Number_adults_household",0.0974840464104377,-0.0477960292211834,-0.0301663841038295,0.0971819323763259,0.518100448116546,-0.583147977582599,-0.0173067045039175,0.111350447998296,-0.0819360006261539,2.09030834392911e-08,0.0310072301890012,-0.0294588598461941,-0.039150626656965,-0.0511163249415593,-0.0690875968166762
"Employment_status",-0.138957341659775,-0.0702218981467481,-0.0232395164461336,-0.0978400439154269,-0.0788865102599081,-0.0694360578583112,0.20219709746138,0.209817632516877,0.108663159333444,0.237212031159403,0.0964904725234901,-0.17558240541017,0.0840711953103035,-0.215256309096189,-0.0845530108267946
"Academia_status",-0.180747007558082,-0.0190744815221458,0.0111098865008444,-0.126257682495934,-0.179682562755024,0.0249109950024535,0.193060384055564,0.118292058812947,-0.138305491226588,0.292911628161116,-0.0340395609472631,-0.0153637609386251,0.0631186220967957,0.0131964795707072,0.158814388899755
"Vote_2020",0.0530517342544177,-0.2131707210692,-0.0705660844622191,0.197305448477349,0.102953950669041,-0.0905520955797374,0.230907734610306,-0.100606270285142,0.324071027652951,-0.107476645058415,0.153740862591978,-0.117613464410738,0.224758320527796,0.151029895406049,0.0171723105061924
"Political_affliation",0.0270485278132416,-0.141849416145487,-0.0256186649686645,0.134991664637808,0.0167099037552433,-0.0698064547885677,0.14642507498037,-0.096070352516643,0.131914520040132,-0.0949868732548309,0.119124444971485,-0.0682609734084058,0.305282981714579,0.266645211756453,-0.0162489079837265
"Political_views",-0.0811752183379945,-0.0921322337641365,-0.0274239069300818,0.0757169294748361,0.0336807147372116,-0.0267228095546972,0.242398882214366,-0.0770433951493912,0.0157424060571421,0.167170357417193,0.0248068336529301,-0.0381703476986758,0.117008325694819,0.0899848801524871,0.089314305764098
"Find_out_study",-0.145764707414685,0.0801510303710554,0.141060784744204,-0.248362088966319,-0.151590575809414,-0.181768580337715,0.232770539948886,-0.056634192795455,-0.0545629058011572,0.0454937105269371,0.0474592995718131,-6.38233071584401e-08,0.0617544234879145,0.0510085860891941,0.0871749523370646
"GAD7_Q1_Feeling_nervous_Recode",0.776426025984976,-0.120030910605973,0.12696996346715,-0.114032117997094,-0.0334139097582245,-0.0528902933584991,0.054208498442152,-0.028432871080094,-2.72053581202153e-08,-0.0330629840316374,-0.0820479401158278,-0.0207292129362681,0.0106196892067295,-0.0232515950530043,-0.0295634663787228
"GAD7_Q2_cannot_stop_worrying_recode",0.819077251669521,-0.197105669517808,0.101234873826843,-0.143199777604938,-0.0289016312098919,0.0155458861702749,0.0654066065698922,-5.60024597174705e-09,0.0589737234437271,1.2167927316664e-08,-0.224429700614816,-1.60749771528309e-08,-0.0366787648367351,0.042669514136749,-0.109693247750751
"GAD7_Q3_worrying_too_much_recode",0.808337675055852,-0.169474948679602,0.101765359149353,-0.179125923890735,-0.0604961828066563,-0.0539175373684313,0.118155106429052,0.0127340490329322,0.0557293893097209,0.0362778005214367,-0.221340270600319,0.0288360257817325,5.55429443665481e-09,0.0251412151645127,-0.0579266272796892
"GAD7_Q4_trouble_relaxing_recode",0.796864568508592,-0.195228636001879,0.0540462959797997,-0.0521383319075219,-8.90921584878391e-07,2.80612501166373e-06,-0.0364122802882641,0.0792613653101457,-0.0587834578709913,0.0240434443309505,-0.123983450536755,-0.0453389853019448,-0.0100525135143803,0.0262367606765884,0.193001748290636
"GAD7_Q5_restless_recode",0.722845584415637,-0.184890016536202,5.63263412220721e-08,0.106859929526867,0.046445615422272,0.084580108996708,-0.13276224298718,0.0654780316841659,-0.00983161925150966,-0.0443238154989812,-0.0847036250659372,-0.126148681894007,6.28970070081685e-08,-0.0412615929718706,0.227971708725633
"GAD7_Q6_irritable_recode",0.737611100469443,-0.163119667505026,0.0809466647144628,-0.0534714242664814,0.0166536812063215,-0.0491330043351583,-0.0267363731541092,-0.0547149439215171,0.0279797512050324,-0.0152387397785718,-0.0123095460790545,0.0563857414618613,0.0729975695152214,0.0337366368905853,0.0786286251366499
"GAD7_Q7_afraid_something_bad_recode",0.750117012589637,-0.161095784534356,0.0679768267204348,-0.0326449845760684,9.57946946812465e-07,-7.72516965302187e-06,-0.0260538050273121,0.0655281286068192,0.0317719949705605,-0.017350796343029,-0.131604981590346,-0.043263068758561,0.0821233146046732,-0.0603676642208996,0.0322409283593052
"PHQ9_Q2_Feeling_down_recode",0.725942521701585,-0.127126093885145,0.0123897909793042,-0.0286984913264883,-0.099425292845598,0.0178750470880488,0.0695875152962282,-0.0299436135780355,-0.073228956747659,0.0768875086085819,0.16271235523252,0.0113490010876139,0.031323781928115,-0.0298893218780204,-0.1205000957113
"PHQ9_Q3_Trouble_sleep_recode",0.673929664908159,-0.109691490220651,0.0395825658493454,-0.0765246460453209,-0.0878394605977125,0.00879347121067388,-3.18062629102119e-06,-0.0230452658607628,-0.157435331425162,0.117348775691892,0.243784896918654,0.044961339895125,-0.0743696808670566,0.0821482253365284,-6.70922478367272e-07
"PHQ9_Q4_tired_low_energy_recode",0.710265806569836,-0.130264115871952,0.0542465919290057,-0.115264571961888,-0.0414491755652952,-3.86665909586908e-06,0.0368905479642662,-0.0700551690033811,-0.176999599766085,0.109130280247078,0.293724733738495,0.0526016593351236,-0.0913082475689011,0.0658282235077463,-0.0602916521757542
"PHQ9_Q5_Poor_appetite_overeating_recode",0.668216663847512,-0.174753672250711,1.4986230699934e-06,4.64353285614905e-09,-0.0411004946272413,0.025600600805616,-0.0840040124151342,-0.0627039328084462,-0.104433523098494,0.100301452200887,0.249430744290649,0.0327262037295127,-0.0159171386221738,9.86700121456165e-08,0.0270640464187611
"PHQ9_Q6_Feeling_bad_about_self_recode",0.723104080215371,-0.193122786799436,-1.49338805555413e-06,-0.0418153556757087,-0.0216968912818142,-0.0180871817606736,2.71474898614653e-06,0.0127144460582765,0.00973778087979297,0.0432624632325556,0.193786450625532,0.0290190699612968,0.0390551892812359,-0.0168969152724787,-0.0853449742689958
"PHQ9_Q7_Trouble_concentrating_recode",0.693375123055005,-0.194519416104826,0.0170692381744292,0.0182896695647657,-0.0181055302024238,0.0777161526680372,-0.119076939950574,0.0367302713209084,-0.0827608178606674,-0.00725397458349257,0.147430950634412,-0.122729657700611,0.0458794861144219,-0.0627930663765701,1.92981254211119e-06
"PHQ9_Q8_thinking_slowly_fidgety_recode",0.610522801903779,-0.244622389689081,-0.0321407296837578,0.18674872099291,0.0873270923835463,0.125626885230843,-0.199866380104797,0.102122649074934,-4.50608042340504e-09,-0.00421580175423505,0.129145615561577,-0.126660230167789,0.039962092515127,-0.0525708809821783,0.0359696130439675
"PHQ9_Q9_SI_Thoughts_recode",0.55799508575874,-0.289341496315743,-0.0758005378910214,0.187349375628517,0.0908217630159438,0.148597682582816,-0.256200599452678,0.0589215025896253,0.0164471058243141,-0.0680727395646734,0.106914606101603,-0.07093300843093,0.0648756221906751,-0.0798103471883408,-0.0701968261078969
"PHQ9_Q10_Impact_of_Problems_recode",0.687093639007581,-0.0970903246222617,0.0170082456826068,-0.0244730919603592,-0.0183345806072553,8.24241449130407e-06,-0.0334906938643574,-3.73492950181073e-09,0.0244308416798265,0.0217806530770871,0.104339791338793,2.50653751195844e-09,-5.65461586249046e-08,-0.041868499655805,0.0169090827770848
"Covid_wellbeing_overall_recode",0.530682259652834,0.439797668377892,-0.378758626327669,0.0646837838871972,0.067630833886723,0.0720924446451006,3.45865800568295e-07,0.0107224477269208,0.0106824395160341,-5.9270321522498e-08,1.79318563814433e-08,-0.0243014416055562,-0.102533411018584,0.058027650318275,-0.0373849354989942
"Covid_Wellbeing_Physical_recode",0.460121043213088,0.359232001858167,-0.426921320753682,0.0933436910667588,0.0908737173997458,0.0977085406007868,-0.0414723428843751,-0.0247506558638436,0.013368093475423,0.0216260857540206,-0.013748739488426,-0.0498847832682473,-0.101286547787556,-1.19774405938494e-07,-0.0839665306866002
"Covid_wellbeing_Emotional_recode",0.577710391073046,0.495377019860836,-0.415474408360716,-0.0152507504331988,0.0440383853540576,0.0419375027504802,0.132624788285245,0.025337056490038,-0.0170950238920784,-0.0801403620633396,-0.0067067631142311,-0.0298751990670251,0.0801324404274874,-0.0546636418385998,-8.03054329539523e-07
"Covid_wellbeing_psychological_recode",0.607149228555617,0.448423648089899,-0.367688176817483,-0.0382736175504618,0.0123802415659377,0.0507240862778143,0.144434675126995,4.08780904289949e-10,-0.062095039953689,-0.0823509064404434,0.0341933926032696,-0.016656572224987,0.0670844089098863,-0.0117374808607779,0.0179114856055815
"Covid_wellbeing_social_recode",0.38507001281232,0.447333210314673,-0.192797018307752,-0.0531229516497754,-8.78460713512476e-08,0.00951078939940015,0.0542686887342439,-0.0189917788882913,-0.0622440896244876,-0.0213383882290714,0.0305268861058824,0.0182677366535381,1.90140828206286e-08,1.07166513752172e-07,0.0214159860739459
"Covid_wellbeing_financial_recode",0.438084607440451,0.376481169608097,-0.291410550552495,0.0269966669275257,-0.0163676106509893,0.0651565706401807,0.0831862990395259,0.022830069992946,0.0883329067469044,0.147621301962329,0.0187834365245112,0.0706476562403294,-0.202810755106015,0.143355598416381,0.0863774174500145
"Followed_Protests_recode",0.163292214472811,0.431940472201959,0.157930724935379,-0.205909980084953,-0.0295395689945251,-0.0600824498680896,-0.329816849230172,0.0547349737468274,0.0667331293405883,-0.110410750627696,-0.0578013039161759,-0.0121968168719626,-0.0891009559431936,0.0451014058461701,0.0388717451244671
"Protests_support_recode",0.0558068488998644,0.417638661618216,0.213836935774265,-0.420613058325721,-0.113679744874494,-0.183405151011138,-0.285271663771281,0.0753052705921128,0.18073482502989,-0.0420705201403499,0.0949600038345536,-0.106233565146311,0.0253438995709093,0.0757175100609158,9.08324807347757e-06
"Approval_Trump_Protests_recode",0.0599532122899658,-0.211567611825215,-0.323985291321736,0.286027750033756,0.234458181363269,0.229226163080465,-0.196857712385145,0.115980780034743,0.145318048872784,0.163281351617078,-0.100686956259783,0.29543165980726,0.0846184999229179,0.0793227394783894,-0.0339487260940337
"Protests_appropriate_response_recode",0.00399131847707974,0.285184991109706,0.122505366023387,-0.30834046235892,-0.0261570207792675,-0.0775039639548753,-0.253794015322636,0.12908768569546,0.10950176504479,0.0805622955207072,0.105518530152162,0.0942894961045801,0.187090657267438,-0.0469896980092621,-1.82321773355612e-05
"Protests_propertydamanage_undermine_recode",-0.0480185295804408,0.170167844078776,-0.0289657570240799,-0.206127264702564,-1.36121114257024e-07,0.0182809604544229,-0.108327906132308,0.109227015816764,0.0280699278360508,0.220826946010621,-0.0115209741763447,0.227671694747442,0.191668163728196,-0.043761677526449,-0.020028669480005
"Protests_sympathy_recode",0.0519104435904561,0.398836937044703,0.231332113102424,-0.390463702338846,-0.0811719390733813,-0.165814005060534,-0.187565316715548,0.114091723378011,0.155146195366782,-1.57791936169398e-07,0.0768598268008933,0.0433547027274743,0.120859277958251,-0.0570354939121612,0.0179242629319968
"Protests_police_good_job_recode",-0.106846881754884,-0.0721316365100258,-0.289480089054582,0.08326354920422,0.163924192573891,0.232325453740362,-0.208682905024187,0.153698282519993,0.0309672949494068,0.322035302905461,-0.0856167286175681,0.22015557662375,0.159197506876623,-0.00976602447175527,1.00194630272045e-05
"Prior_Covid_experienced_racial_discrimination_recode",0.349226378231092,0.272158264617016,0.282354615908028,0.551517008762979,-0.276769993219704,-0.157121485963612,-0.018706594469127,0.0440031886404636,-0.0250791912450733,0.0258465329171856,-0.0191914825119066,-0.0211641108290313,0.0105549325014036,-0.03294128435336,-0.00860733037790904
"Covid_experienced_racial_discrimination_recode",0.385182165430594,0.341940902444537,0.319542716151798,0.562805471378951,-0.309444141583484,-0.172627856782206,-2.40033264236347e-08,0.0499697621675697,0.0110613465017339,0.0190480333129386,-0.0266016796777555,0.0611840116235724,0.0185094237429742,0.0110311163841168,-0.0117517692062634
